"year","denomination_id","name","short_name","family_census","family_arda","family_relec","id"
1936,,"Church of the United Brethren in Christ","Church of the United Brethren in Christ","United Brethren","Methodist/Pietist","United Brethren",526
1936,,"Church of the United Brethren in Christ (Old Constitution)","Church of the United Brethren in Christ (Old Constitution)","United Brethren","Methodist/Pietist","United Brethren",527
1936,,"Colored Cumberland Presbyterian Church","Colored Cumberland Presbyterian Church","Presbyterian","Reformed/Presbyterian","Presbyterian",531
1936,,"Colored Methodist Episcopal Church","Colored Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist",532
1936,,"Colored Methodist Protestant Church","Colored Methodist Protestant Church","Methodist","Methodist/Pietist","Methodist",533
1936,,"Colored Primitive Baptists","Colored Primitive Baptists","Baptist","Baptist","Baptist",534
1936,,"Conference of the Defenseless Mennonites of North America","Conference of the Defenseless Mennonites of North America","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",535
1936,,"Congregational and Christian Churches","Congregational and Christian Churches","Congregational and Christian Churches","Reformed/Presbyterian","Congregational",536
1936,,"Congregational Holiness Church","Congregational Holiness Church","Congregational Holiness Church","Pentecostal","Pentecostal",537
1936,,"Congregational Methodist Church","Congregational Methodist Church","Methodist","Methodist/Pietist","Methodist",538
1936,,"Conservative Amish Mennonite Church","Conservative Amish Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",539
1936,,"Cumberland Presbyterian Church","Cumberland Presbyterian Church","Presbyterian","Reformed/Presbyterian","Presbyterian",540
1936,,"Danish Evangelical Lutheran Church in America","Danish Evangelical Lutheran Church in America","Lutheran","Lutheran","Lutheran",541
1936,,"Disciples of Christ","Disciples of Christ","Disciples of Christ ","Restoration","Restorationist",542
1936,,"Divine Science Church","Divine Science Church","Divine Science Church","Christian Science","Christian Science",543
1936,,"Duck River and Kindred Association of Baptists (Baptist Church of Christ)","Duck River and Kindred Association of Baptists (Baptist Church of Christ)","Baptist","Baptist","Baptist",544
1936,,"Erieside Church","Erieside Church","Erieside Church",,"Other Groups",545
1936,,"Evangelical and Reformed Church","Evangelical and Reformed Church","Evangelical and Reformed Church","Reformed/Presbyterian","Presbyterian",546
1936,,"Evangelical Church","Evangelical Church","Evangelical Church","Methodist/Pietist","Methodist",547
1936,,"Evangelical Congregational Church","Evangelical Congregational Church","Evangelical Congregational Church","Methodist/Pietist","Methodist",548
1936,,"Evangelical Lutheran Augustana Synod of North America","Evangelical Lutheran Augustana Synod of North America","Lutheran","Lutheran","Lutheran",549
1936,,"Evangelical Lutheran Church of America (Eielsen Synod)","Evangelical Lutheran Church of America (Eielsen Synod)","Lutheran","Lutheran","Lutheran",550
1936,,"Evangelical Lutheran Joint Synod of Wisconsin and Other States","Evangelical Lutheran Joint Synod of Wisconsin and Other States","Lutheran","Lutheran","Lutheran",551
1936,,"Evangelical Lutheran Synod of Missouri, Ohio, and Other States"," Evangelical Lutheran Synod of Missouri, Ohio, and Other States","Lutheran","Lutheran ","Lutheran",456
1936,,"Evangelical Mennonite Brethren Conference","Evangelical Mennonite Brethren Conference","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",552
1936,,"Evangelical Mission Covenant Church of America","Evangelical Mission Covenant Church of America","Scandinavian Evangelical","Methodist/Pietist","Pietist",553
1936,,"Evangelical Unity of Bohemian and Moravian Brethren in North America","Evangelical Unity of Bohemian and Moravian Brethren in North America","Moravian","Moravian","Moravian",554
1936,,"Faith Tabernacle","Faith Tabernacle","Faith Tabernacle",,"Pentecostal",555
1936,,"Federated Churches","Federated Churches","Federated Churches","Other Groups","Other Groups",556
1936,,"Finnish Apostolic Lutheran Church of America","Finnish Apostolic Lutheran Church of America","Lutheran","Lutheran","Lutheran",557
1936,,"Finnish Evangelical Lutheran Church of America, or Suomi Synod","Finnish Evangelical Lutheran Church of America, or Suomi Synod","Lutheran","Lutheran","Lutheran",558
1936,,"Finnish Evangelical Lutheran National Church of America","Finnish Evangelical Lutheran National Church of America","Lutheran","Lutheran","Lutheran",559
1936,,"Fire Baptized Holiness Church of God of the Americas","Fire Baptized Holiness Church of God of the Americas","Fire Baptized Holiness Church of God of the Americas","Holiness","Pentecostal",560
1936,,"Free Christian Zion Church of Christ","Free Christian Zion Church of Christ","Free Christian Zion Church of Christ","Methodist/Pietist","Methodist",561
1936,,"Free Magyar Reformed Church in America","Free Magyar Reformed Church in America","Reformed","Reformed/Presbyterian","Reformed",562
1936,,"Free Methodist Church of North America","Free Methodist Church of North America","Methodist","Methodist/Pietist","Methodist",563
1936,,"Free Will Baptists","Free Will Baptists","Baptist","Baptist","Baptist",564
1936,,"Friends (Primitive)","Friends (Primitive)","Friends ","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends",565
1936,,"General Assembly of Spiritualists","General Assembly of Spiritualists","Spiritualists","Spiritualist","Spiritualist",566
1936,,"General Association of Regular Baptist Churches in the United States of America","General Association of Regular Baptist Churches in the United States of America","Baptist","Baptist","Baptist",567
1936,,"General Baptists","General Baptists","Baptist","Baptist","Baptist",568
1936,,"General Church of the New Jerusalem","General Church of the New Jerusalem","Churches of the New Jerusalem","Spiritualist","Swedenborgian",569
1936,,"General Conference of the Mennonite Church of North America","General Conference of the Mennonite Church of North America","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",570
1936,,"General Convention of the New Jerusalem in the United States of America","General Convention of the New Jerusalem in the United States of America","Churches of the New Jerusalem","Spiritualist","Swedenborgian",571
1936,,"General Council of the Italian Pentecostal Assemblies of God","General Council of the Italian Pentecostal Assemblies of God","Italian bodies","Pentecostal","Pentecostal",572
1936,,"General Eldership of the Churches of God in North America","General Eldership of the Churches of God in North America","General Eldership of the Churches of God in North America",,"Pentecostal",573
1936,,"General Six Principle Baptists","General Six Principle Baptists","Baptist","Baptist","Baptist",574
1936,,"Greek Orthodox Church (Hellenic)","Greek Orthodox Church (Hellenic)","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox",575
1936,,"Hephzibah Faith Missionary Association","Hephzibah Faith Missionary Association","Evangelistic associations","Other Groups","Holiness",576
1936,,"Holiness Church","Holiness Church","Holiness Church","Holiness","Holiness",577
1936,,"Holiness Methodist Church","Holiness Methodist Church","Methodist","Holiness","Holiness",578
1936,,"Holy Orthodox Church in America","Holy Orthodox Church in America","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox",579
1936,,"House of the Lord","House of the Lord","House of the Lord",,"Other Groups",580
1936,,"Hutterian Brethren, Mennonites","Hutterian Brethren, Mennonites","Mennonite","Communal","Mennonite",581
1936,,"Icelandic Evangelical Lutheran Synod in North America","Icelandic Evangelical Lutheran Synod in North America","Lutheran","Lutheran","Lutheran",582
1936,,"Independent African Methodist Episcopal Church","Independent African Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist",583
1936,,"Independent Baptist Church of America","Independent Baptist Church of America","Baptist","Baptist","Baptist",584
1936,,"Independent Churches","Independent Churches","Independent Churches","Other Groups","Other Groups",585
1936,,"Independent Lutheran Congregations","Independent Lutheran Congregations","Lutheran","Lutheran","Lutheran",586
1936,,"Independent Negro Churches","Independent Negro Churches","Independent Negro Churches","Other Groups","Other Groups",587
1936,,"International Church of the Foursquare Gospel","International Church of the Foursquare Gospel","International Church of the Foursquare Gospel","Pentecostal","Pentecostal",588
1936,,"International Pentecostal Assemblies","International Pentecostal Assemblies","Pentecostal","Pentecostal","Pentecostal",589
1936,,"Jewish Congregations","Jewish Congregations","Jewish Congregations","Judiasm","Jewish",590
1936,,"Kodesh Church of Immanuel","Kodesh Church of Immanuel","Kodesh Church of Immanuel","Holiness","Holiness",591
1936,,"Krimmer Mennonite Brueder-Gemeinde","Krimmer Mennonite Brueder-Gemeinde","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",592
1936,,"Liberal Catholic Church","Liberal Catholic Church","Liberal Catholic Church","Other Groups","Other Groups",593
1936,,"Life and Advent Union","Life and Advent Union","Adventist","Adventist","Adventist",594
1936,,"Lithuanian National Catholic Church of America","Lithuanian National Catholic Church of America","Lithuanian National Catholic Church of America","Western Liturgical (Catholicism)","Other Groups",595
1936,,"Lutheran Free Church","Lutheran Free Church","Lutheran","Lutheran","Lutheran",596
1936,,"Mennonite Brethren Church of North America","Mennonite Brethren Church of North America","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite ",597
1936,,"Mennonite Brethren in Christ","Mennonite Brethren in Christ","Mennonite","Holiness","Mennonite",598
1936,,"Mennonite Church","Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",599
1936,,"Mennonite Kleine Gemeinde","Mennonite Kleine Gemeinde","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",600
1936,,"Methodist Episcopal Church","Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist",601
1936,,"Methodist Episcopal Church, South","Methodist Episcopal Church, South","Methodist","Methodist/Pietist","Methodist",602
1936,,"Methodist Protestant Church","Methodist Protestant Church","Methodist","Methodist/Pietist","Methodist",603
1936,,"Metropolitan Church Association","Metropolitan Church Association","Evangelistic associations","Holiness","Holiness",604
1936,,"Missionary Bands of the World","Missionary Bands of the World","Evangelistic associations","Holiness","Holiness",605
1936,,"Missionary Church Association","Missionary Church Association","Evangelistic associations","Holiness","Holiness",606
1936,,"Moravian Church in America","Moravian Church in America","Moravian","Methodist/Pietist","Moravian",607
1936,,"National Baptist Evangelical Life and Soul Saving Assembly of the United States of America","National Baptist Evangelical Life and Soul Saving Assembly of the United States of America","Baptist","Baptist","Baptist",608
1936,,"National David Spiritual Temple of Christ Church Union","National David Spiritual Temple of Christ Church Union","National David Spiritual Temple of Christ Church Union","Pentecostal","Pentecostal",609
1936,,"National Spiritual Alliance of the United States of America","National Spiritual Alliance of the United States of America","Spiritualists","Spiritualist","Spiritualist",610
1936,,"National Spiritualist Association","National Spiritualist Association","Spiritualists","Spiritualist","Spiritualist",611
1936,,"Negro Baptists","Negro Baptists","Baptist","Baptist","Baptist",612
1936,,"Negro Mission of the Synodical Conference","Negro Mission of the Synodical Conference","Lutheran","Lutheran","Lutheran",613
1936,,"New Apostolic Church","New Apostolic Church","New Apostolic Church","Restoration","Restorationist",614
1936,,"New Congregational Methodist Church","New Congregational Methodist Church","Methodist","Methodist/Pietist","Methodist",615
1936,,"North American Old Roman Catholic Church","North American Old Roman Catholic Church","Old Catholic Churches in America","Western Liturgical (Catholicism)","Old Catholic",616
1936,,"Northern Baptist Convention","Northern Baptist Convention","Baptist","Baptist","Baptist",617
1936,,"Norwegian and Danish Evangelical Free Church Association of North America","Norwegian and Danish Evangelical Free Church Association of North America","Scandinavian Evangelical","Methodist/Pietist","Pietist",618
1936,,"Norwegian Lutheran Church of America","Norwegian Lutheran Church of America","Lutheran","Lutheran","Lutheran",619
1936,,"Norwegian Synod of the American Evangelical Lutheran Church"," Norwegian Synod of the American Evangelical Lutheran Church","Lutheran","Lutheran ","Lutheran",457
1936,,"Old Catholic Church in America","Old Catholic Church in America","Old Catholic Churches in America","Western Liturgical (Catholicism)","Old Catholic",620
1936,,"Old German Baptist Brethren (Old Order Dunkers)","Old German Baptist Brethren (Old Order Dunkers)","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists",621
1936,,"Old Order Amish Mennonite Church","Old Order Amish Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",622
1936,,"Old Order Mennonite Church (Wisler)","Old Order Mennonite Church (Wisler)","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",623
1936,,"Old Order or Yorker Brethren","Old Order or Yorker Brethren","Brethren, River","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",624
1936,,"Orthodox Conservative Friends (Wilburite)","Orthodox Conservative Friends (Wilburite)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends",625
1936,,"Pentecostal Assemblies of Jesus Christ","Pentecostal Assemblies of Jesus Christ","Pentecostal","Pentecostal","Pentecostal",626
1936,,"Pentecostal Assemblies of the World","Pentecostal Assemblies of the World","Pentecostal","Pentecostal","Pentecostal",627
1936,,"Pentecostal Church of God in America, Inc","Pentecostal Church of God in America, Inc","Pentecostal","Pentecostal","Pentecostal",628
1936,,"Pentecostal Fire-Baptized Holiness Church","Pentecostal Fire-Baptized Holiness Church","Pentecostal","Pentecostal","Pentecostal",629
1936,,"Pentecostal Holiness Church","Pentecostal Holiness Church","Pentecostal","Pentecostal ","Pentecostal",630
1936,,"Pilgrim Holiness Church","Pilgrim Holiness Church","Pilgrim Holiness Church","Holiness ","Holiness",631
1936,,"Pillar of Fire","Pillar of Fire","Evangelistic associations","Holiness","Holiness",632
1936,,"Plymouth Brethren I","Plymouth Brethren I","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren",633
1936,,"Plymouth Brethren II","Plymouth Brethren II","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren",634
1936,,"Plymouth Brethren III","Plymouth Brethren III","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren",635
1936,,"Plymouth Brethren IV","Plymouth Brethren IV","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren",636
1936,,"Plymouth Brethren V","Plymouth Brethren V","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren",637
1936,,"Plymouth Brethren VI","Plymouth Brethren VI","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren",638
1936,,"Plymouth Brethren VII","Plymouth Brethren VII","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren",639
1936,,"Plymouth Brethren VIII","Plymouth Brethren VIII","Brethren, Plymouth","Independent Fundamentalism","Plymouth Brethren",640
1936,,"Polish National Catholic Church of America","Polish National Catholic Church of America","Polish National Catholic Church of America","Western Liturgical (Catholicism)","Other Groups",641
1936,,"Presbyterian Church in the United States","Presbyterian Church in the United States","Presbyterian","Reformed/Presbyterian","Presbyterian",642
1936,,"Presbyterian Church in the United States of America","Presbyterian Church in the United States of America","Presbyterian","Reformed/Presbyterian","Presbyterian",643
1936,,"Primitive Advent Christian Church","Primitive Advent Christian Church","Adventist","Adventist","Adventist",644
1936,,"Primitive Baptists","Primitive Baptists","Baptist","Baptist","Baptist",645
1936,,"Primitive Methodist Church in the United States of America","Primitive Methodist Church in the United States of America","Methodist","Methodist/Pietist","Methodist",646
1936,,"Progressive Spiritualist Church","Progressive Spiritualist Church","Spiritualists","Spiritualist","Spiritualist",647
1936,,"Protestant Episcopal Church","Protestant Episcopal Church","Protestant Episcopal Church","Anglicanism","Episcopalian",648
1936,,"Reformed Church in America","Reformed Church in America","Reformed","Reformed/Presbyterian","Reformed",649
1936,,"Reformed Episcopal Church","Reformed Episcopal Church","Reformed Episcopal Church","Reformed/Presbyterian","Reformed",650
1936,,"Reformed Mennonite Church","Reformed Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",651
1936,,"Reformed Methodist Church","Reformed Methodist Church","Methodist","Methodist/Pietist","Methodist",652
1936,,"Reformed Methodist Union Episcopal Church","Reformed Methodist Union Episcopal Church","Methodist","Methodist/Pietist","Methodist",653
1936,,"Reformed New Congregational Methodist Church","Reformed New Congregational Methodist Church","Methodist","Methodist/Pietist","Methodist",654
1936,,"Reformed Presbyterian Church in North America, General Synod","Reformed Presbyterian Church in North America, General Synod","Presbyterian","Reformed/Presbyterian","Presbyterian",655
1936,,"Reformed Zion Union Apostolic Church","Reformed Zion Union Apostolic Church","Methodist","Methodist/Pietist","Methodist",656
1936,,"Regular Baptists","Regular Baptists","Baptist","Baptist","Baptist",657
1936,,"Reorganized Church of Jesus Christ of Latter-day Saints","Reorganized Church of Jesus Christ of Latter-day Saints","Latter-day Saints","Latter-day Saints","Latter Day Saints",658
1936,,"Roman Catholic Church","Roman Catholic Church","Roman Catholic Church","Western Liturgical (Catholicism)","Catholic",659
1936,,"Roumanian Orthodox Church","Roumanian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox",660
1936,,"Russian Orthodox Church","Russian Orthodox Church","Eastern Orthodox Churches","Eastern Liiturgical (Orthodox)","Orthodox",661
1936,,"Salvation Army","Salvation Army","Salvation Army","Holiness","Holiness",662
1936,,"Schwenkfelders","Schwenkfelders","Schwenkfelders","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Other Groups",663
1936,,"Separate Baptists","Separate Baptists","Baptist","Baptist","Baptist",664
1936,,"Serbian Orthodox Church","Serbian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox",665
1936,,"Seventh-day Adventist Denomination","Seventh-day Adventist Denomination","Adventist","Adventist","Adventist",668
1936,,"Seventh Day Baptists","Seventh Day Baptists","Baptist","Baptist","Baptist",666
1936,,"Seventh Day Baptists (German, 1728)","Seventh Day Baptists (German, 1728)","Baptist","Baptist","Baptist",667
1936,,"Slovak Evangelical Lutheran Synod of the United States of America","Slovak Evangelical Lutheran Synod of the United States of America","Lutheran","Lutheran","Lutheran",669
1936,,"Society of Friends (Hicksite)","Society of Friends (Hicksite)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends",670
1936,,"Society of Friends (Orthodox)","Society of Friends (Orthodox)","Friends","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Friends",671
1936,,"Southern Baptist Convention","Southern Baptist Convention","Baptist","Baptist","Baptist",672
1936,,"Stauffer Mennonite Church","Stauffer Mennonite Church","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",673
1936,,"Synod of the Reformed Presbyterian Church of North America","Synod of the Reformed Presbyterian Church of North America","Presbyterian","Reformed/Presbyterian","Presbyterian",674
1936,,"Syrian Antiochian Orthodox Church","Syrian Antiochian Orthodox Church","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox",675
1936,,"The Brethren Church (Progressive Dunkers)","The Brethren Church (Progressive Dunkers)","Brethren, German Baptist (Dunkers)","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Anabaptists",677
1936,,"The Christian and Missionary Alliance","The Christian and Missionary Alliance","The Christian and Missionary Alliance","Holiness","Holiness",678
1936,,"The Church of Illumination","The Church of Illumination","The Church of Illumination","Other Groups","Other Groups",679
1936,,"The Church of Revelation","The Church of Revelation","The Church of Revelation","Other Groups","Other Groups",680
1936,,"The Evangelical Free Church of America","The Evangelical Free Church of America","Scandinavian Evangelical ","Methodist/Pietist","Pietist",681
1936,,"The Evangelical Mission Covenant Church of America","The Evangelical Mission Covenant Church of America","Scandinavian Evangelical ","Methodist/Pietist","Pietist",682
1936,,"The General Synod of the Associate Reformed Presbyterian Church","The General Synod of the Associate Reformed Presbyterian Church","Presbyterian","Reformed/Presbyterian","Presbyterian",683
1936,,"The House of David","The House of David","The House of David","Adventist","Other Groups",684
1936,,"The House of God, the Holy Church of the Living God, the Pillar and Ground of the Truth, House of Prayer for All People","The House of God, the Holy Church of the Living God, the Pillar and Ground of the Truth, House of Prayer for All People","The House of God, the Holy Church of the Living God, the Pillar and Ground of the Truth, House of Prayer for All People",,"Other Groups",685
1936,,"The Latter House of the Lord, Apostolic Faith","The Latter House of the Lord, Apostolic Faith","The Latter House of the Lord, Apostolic Faith","Pentecostal","Pentecostal",686
1936,,"The Mayan Temple","The Mayan Temple","The Mayan Temple","Other Groups","Other Groups",687
1936,,"The (Original) Church of God","The (Original) Church of God","Churches of God","Pentecostal","Pentecostal",676
1936,,"The Orthodox Presbyterian Church","The Orthodox Presbyterian Church","Presbyterian","Reformed/Presbyterian","Presbyterian",688
1936,,"The Pentecostal Church, Inc.","The Pentecostal Church, Inc.","Pentecostal","Pentecostal","Pentecostal",689
1936,,"The Protestant Conference (Lutheran)","The Protestant Conference (Lutheran)","Lutheran","Lutheran","Lutheran",690
1936,,"The Synod of the Associate Presbyterian Church of North America","The Synod of the Associate Presbyterian Church of North America","Presbyterian","Reformed/Presbyterian","Presbyterian",691
1936,,"The Unorganized Italian Christian Churches of North America","The Unorganized Italian Christian Churches of North America","Italian bodies",,"Pentecostal",692
1936,,"The Volunteers of America","The Volunteers of America","The Volunteers of Amerca","Holiness","Other Groups",693
1936,,"(Tomlinson) Church of God","(Tomlinson) Church of God","Churches of God","Pentecostal","Pentecostal",458
1936,,"Triumph the Church and Kingdom of God in Christ","Triumph the Church and Kingdom of God in Christ","Triumph the Church and Kingdom of God in Christ","Holiness","Pentecostal",694
1936,,"Two-Seed-in-the-Spirit Predestinarian Baptists","Two-Seed-in-the-Spirit Predestinarian Baptists","Baptist","Baptist","Baptist",695
1936,,"Ukrainian Orthodox Church of America","Ukrainian Orthodox Church of America","Eastern Orthodox Churches","Eastern Liturgical (Orthodox)","Orthodox",696
1936,,"Unaffiliated Mennonite Congregations","Unaffiliated Mennonite Congregations","Mennonite","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Mennonite",697
1936,,"Union American Methodist Episcopal Church","Union American Methodist Episcopal Church","Methodist","Methodist/Pietist","Methodist",698
1936,,"Unitarians","Unitarians","Unitarians","Liberal","Other Groups",699
1936,,"United American Free Will Baptist Church (Colored)","United American Free Will Baptist Church (Colored)","Baptist","Baptist","Baptist",700
1936,,"United Baptists","United Baptists","Baptist","Baptist","Baptist",701
1936,,"United Christian Church","United Christian Church","United Brethren","Methodist/Pietist","United Brethren",702
1936,,"United Danish Evangelical Lutheran Church in America","United Danish Evangelical Lutheran Church in America","Lutheran","Lutheran","Lutheran",703
1936,,"United Holy Church of America, Inc.","United Holy Church of America, Inc.","United Holy Church of America, Inc.","Pentecostal","Pentecostal",704
1936,,"United Lutheran Church in America","United Lutheran Church in America","Lutheran","Lutheran","Lutheran",705
1936,,"United Presbyterian Church of North America","United Presbyterian Church of North America","Presbyterian","Reformed/Presbyterian","Presbyterian",706
1936,,"United Society of Believers (Shakers)","United Society of Believers (Shakers)","United Society of Believers (Shakers)","Communal","Communitarian Societies",707
1936,,"United Zion's Children","United Zion's Children","Brethren, River","European Free-Church (Brethren, Mennonites, Quakers, Amish)","Pietist",708
1936,,"Universal Emancipation Church","Universal Emancipation Church","Universal Emancipation Church",,"Other Groups",709
1936,,"Universalist Church","Universalist Church","Universalist Church","Holiness","Other Groups",710
1936,,"Vedanta Society","Vedanta Society","Vedanta Society","Other Groups","Other Groups",711
1936,,"Wesleyan Methodist Connection (or Church) of America","Wesleyan Methodist Connection (or Church) of America","Methodist","Methodist/Pietist","Methodist",712
